N,E,D,T,DBS,UK,Chainage,WL,RL
2652078.78,712888.49,13-11-2024,0.590864583,1.2,-42.06,154,7.148,5.948
2652058.68,712885.38,13-11-2024,0.590955556,0.81,-41.59,154,7.148,6.338
2652020.45,712882.65,13-11-2024,0.591117593,1.17,-41.99,154,7.148,5.978
2651990.87,712879.1,13-11-2024,0.591245833,0.64,-41.52,154,7.148,6.508
2651988.2,712878.69,13-11-2024,0.591257639,1.23,-42.1,154,7.148,5.918
2651950.63,712873.04,13-11-2024,0.591418981,2.09,-42.97,154,7.148,5.058
2651942.54,712871.86,13-11-2024,0.591453819,1.17,-42.05,154,7.148,5.978
2651939.84,712871.45,13-11-2024,0.591465046,1.61,-42.52,154,7.148,5.538
2651915.61,712867.29,13-11-2024,0.591569329,0.8,-41.52,154,7.148,6.348
2651902.3,712864.79,13-11-2024,0.591627199,1.95,-42.73,154,7.148,5.198
2651875.64,712859.49,13-11-2024,0.591742593,0.4,-41.13,154,7.148,6.748
2651867.53,712858.14,13-11-2024,0.591777778,1.29,-42.05,154,7.148,5.858
2651864.81,712857.71,13-11-2024,0.591790741,1.38,-42.14,154,7.148,5.768
2651856.67,712856.47,13-11-2024,0.591823843,0.98,-41.72,154,7.148,6.168
2651840.52,712853.99,13-11-2024,0.591893287,17.83,-58.55,154,7.148,-10.682
2651837.82,712853.58,13-11-2024,0.591906019,17.73,-58.47,154,7.148,-10.582
2651835.1,712853.19,13-11-2024,0.591916204,17.63,-58.36,154,7.148,-10.482
2651832.41,712852.78,13-11-2024,0.591927894,17.57,-58.34,154,7.148,-10.422
2651829.72,712852.39,13-11-2024,0.591939583,17.55,-58.29,154,7.148,-10.402
2651827.02,712851.98,13-11-2024,0.591950926,17.43,-58.2,154,7.148,-10.282
2651824.33,712851.61,13-11-2024,0.591964005,17.37,-58.11,154,7.148,-10.222
2651821.64,712851.23,13-11-2024,0.591974306,17.39,-58.14,154,7.148,-10.242
2651818.94,712850.85,13-11-2024,0.591985995,17.37,-58.1,154,7.148,-10.222
2651816.21,712850.48,13-11-2024,0.591997685,17.34,-58.08,154,7.148,-10.192
2651813.49,712850.07,13-11-2024,0.592008796,17.4,-58.17,154,7.148,-10.252
2651810.79,712849.7,13-11-2024,0.592021759,17.42,-58.2,154,7.148,-10.272
2651808.07,712849.31,13-11-2024,0.592032176,17.49,-58.3,154,7.148,-10.342
2651805.35,712848.96,13-11-2024,0.592043981,17.61,-58.38,154,7.148,-10.462
2651802.64,712848.58,13-11-2024,0.592055671,17.71,-58.54,154,7.148,-10.562
2651799.89,712848.22,13-11-2024,0.592067361,17.91,-58.69,154,7.148,-10.762
2651747.64,712841.92,13-11-2024,0.592286574,4.11,-44.74,154,7.148,3.038
2651742.22,712841.38,13-11-2024,0.592311227,17.14,-57.75,154,7.148,-9.992
2651739.53,712841.11,13-11-2024,0.592321991,12.99,-53.6,154,7.148,-5.842
2651736.87,712840.83,13-11-2024,0.59233287,12.56,-53.18,154,7.148,-5.412
2651734.2,712840.53,13-11-2024,0.592344907,12.28,-52.9,154,7.148,-5.132
2651731.56,712840.21,13-11-2024,0.592356134,12.08,-52.71,154,7.148,-4.932
2651728.91,712839.87,13-11-2024,0.592368866,11.93,-52.57,154,7.148,-4.782
2651726.27,712839.51,13-11-2024,0.592379398,11.78,-52.42,154,7.148,-4.632
2651723.65,712839.1,13-11-2024,0.592390741,11.77,-52.42,154,7.148,-4.622
2651721.02,712838.72,13-11-2024,0.592402431,11.68,-52.33,154,7.148,-4.532
2651718.43,712838.32,13-11-2024,0.592413889,11.68,-52.36,154,7.148,-4.532
2651715.78,712837.88,13-11-2024,0.592427083,11.44,-52.13,154,7.148,-4.292
2651713.12,712837.41,13-11-2024,0.5924375,11.29,-51.97,154,7.148,-4.142
2651710.47,712836.94,13-11-2024,0.592448958,11.25,-51.96,154,7.148,-4.102
2651707.83,712836.49,13-11-2024,0.592460764,11.37,-52.07,154,7.148,-4.222
2651705.21,712836.02,13-11-2024,0.592472685,11.01,-51.72,154,7.148,-3.862
2651702.57,712835.54,13-11-2024,0.592484722,10.94,-51.63,154,7.148,-3.792
2651699.94,712835.04,13-11-2024,0.592495139,10.77,-51.48,154,7.148,-3.622
2651697.31,712834.54,13-11-2024,0.592507292,10.61,-51.32,154,7.148,-3.462
2651694.68,712834.02,13-11-2024,0.592518634,10.42,-51.12,154,7.148,-3.272
2651692.05,712833.51,13-11-2024,0.592530324,10.24,-50.95,154,7.148,-3.092
2651689.42,712832.98,13-11-2024,0.592542708,10.03,-50.72,154,7.148,-2.882
2651686.76,712832.46,13-11-2024,0.592552894,9.83,-50.5,154,7.148,-2.682
2651684.1,712831.95,13-11-2024,0.592564815,9.5,-50.16,154,7.148,-2.352
2651681.49,712831.44,13-11-2024,0.592576042,9.4,-50.11,154,7.148,-2.252
2651678.86,712830.93,13-11-2024,0.592588194,9.19,-49.87,154,7.148,-2.042
2651676.25,712830.39,13-11-2024,0.592601042,8.98,-49.69,154,7.148,-1.832
2651673.61,712829.86,13-11-2024,0.59261088,8.86,-49.55,154,7.148,-1.712
2651670.97,712829.31,13-11-2024,0.592622454,8.55,-49.26,154,7.148,-1.402
2651668.31,712828.79,13-11-2024,0.592634028,8.35,-49.05,154,7.148,-1.202
2651665.67,712828.25,13-11-2024,0.59264537,8.18,-48.92,154,7.148,-1.032
2651663.02,712827.76,13-11-2024,0.592658796,7.92,-48.7,154,7.148,-0.772
2651660.36,712827.25,13-11-2024,0.592668519,7.89,-48.67,154,7.148,-0.742
2651657.69,712826.73,13-11-2024,0.59268044,7.64,-48.44,154,7.148,-0.492
2651655.02,712826.24,13-11-2024,0.592691667,7.52,-48.31,154,7.148,-0.372
2651652.36,712825.76,13-11-2024,0.592703356,7.38,-48.19,154,7.148,-0.232
2651649.73,712825.3,13-11-2024,0.592716435,7.27,-48.07,154,7.148,-0.122
2651647.2,712824.86,13-11-2024,0.592726852,7.19,-48,154,7.148,-0.042
2651644.78,712824.47,13-11-2024,0.592738079,7.18,-48,154,7.148,-0.032
2651642.44,712824.13,13-11-2024,0.592749537,7.16,-47.97,154,7.148,-0.012
2651640.19,712823.8,13-11-2024,0.592761343,7.04,-47.83,154,7.148,0.108
2651638.01,712823.48,13-11-2024,0.592774074,6.91,-47.7,154,7.148,0.238
2651635.9,712823.19,13-11-2024,0.592784375,6.54,-47.34,154,7.148,0.608
2651633.86,712822.93,13-11-2024,0.592795833,6.47,-47.25,154,7.148,0.678
2651631.88,712822.67,13-11-2024,0.592807523,6.29,-47.06,154,7.148,0.858
2651629.94,712822.41,13-11-2024,0.59281956,6.17,-46.95,154,7.148,0.978
2651628.06,712822.17,13-11-2024,0.592832523,6.08,-46.84,154,7.148,1.068
2651626.21,712821.95,13-11-2024,0.592842593,6.05,-46.82,154,7.148,1.098
2651624.42,712821.72,13-11-2024,0.592854167,6.01,-46.76,154,7.148,1.138
2651622.65,712821.52,13-11-2024,0.592865278,5.96,-46.71,154,7.148,1.188
2651620.93,712821.32,13-11-2024,0.592877431,5.9,-46.63,154,7.148,1.248
2651619.23,712821.13,13-11-2024,0.592889931,5.82,-46.55,154,7.148,1.328
2651617.57,712820.95,13-11-2024,0.592900463,5.82,-46.53,154,7.148,1.328
2651615.94,712820.78,13-11-2024,0.592912731,5.77,-46.44,154,7.148,1.378
2651614.35,712820.64,13-11-2024,0.592924074,5.74,-46.39,154,7.148,1.408
2651612.77,712820.5,13-11-2024,0.592935301,5.76,-46.39,154,7.148,1.388
2651611.23,712820.34,13-11-2024,0.592947917,5.76,-46.36,154,7.148,1.388
2651609.72,712820.22,13-11-2024,0.592958218,5.83,-46.38,154,7.148,1.318
2651608.26,712820.09,13-11-2024,0.592970255,5.79,-46.34,154,7.148,1.358
2651606.79,712819.96,13-11-2024,0.592981134,5.79,-46.33,154,7.148,1.358
2651605.36,712819.82,13-11-2024,0.592992824,5.76,-46.3,154,7.148,1.388
2651603.95,712819.7,13-11-2024,0.593005787,5.73,-46.28,154,7.148,1.418
2651602.56,712819.57,13-11-2024,0.593016088,5.77,-46.31,154,7.148,1.378
2651601.2,712819.47,13-11-2024,0.593027894,5.8,-46.33,154,7.148,1.348
2651599.85,712819.36,13-11-2024,0.593038889,5.8,-46.34,154,7.148,1.348
2651598.53,712819.24,13-11-2024,0.593050579,5.87,-46.43,154,7.148,1.278
2651597.21,712819.13,13-11-2024,0.593063426,5.95,-46.51,154,7.148,1.198
2651595.96,712819.03,13-11-2024,0.593073843,5.93,-46.49,154,7.148,1.218
2651594.74,712818.92,13-11-2024,0.593085185,5.93,-46.51,154,7.148,1.218
2651593.56,712818.82,13-11-2024,0.593097106,5.67,-46.24,154,7.148,1.478
2651592.44,712818.72,13-11-2024,0.593108449,5.59,-46.16,154,7.148,1.558
2651591.39,712818.62,13-11-2024,0.593121296,5.42,-46,154,7.148,1.728
2651590.36,712818.5,13-11-2024,0.593132176,5.31,-45.87,154,7.148,1.838
2651589.38,712818.36,13-11-2024,0.593143056,5.25,-45.81,154,7.148,1.898
2651588.43,712818.22,13-11-2024,0.593155208,5.37,-45.9,154,7.148,1.778
2651587.55,712818.08,13-11-2024,0.593166204,5.55,-46.09,154,7.148,1.598
2651586.67,712817.89,13-11-2024,0.593179282,5.58,-46.09,154,7.148,1.568
2651585.84,712817.7,13-11-2024,0.593189699,5.36,-45.86,154,7.148,1.788
2651585.04,712817.49,13-11-2024,0.593201157,5.33,-45.83,154,7.148,1.818
2651584.27,712817.27,13-11-2024,0.5932125,5.21,-45.71,154,7.148,1.938
2651583.52,712817.03,13-11-2024,0.593224074,5.11,-45.61,154,7.148,2.038
2651582.81,712816.77,13-11-2024,0.593237269,5.09,-45.59,154,7.148,2.058
2651582.14,712816.49,13-11-2024,0.593248264,5.02,-45.52,154,7.148,2.128
2651581.47,712816.18,13-11-2024,0.593259491,5.05,-45.53,154,7.148,2.098
2651580.84,712815.82,13-11-2024,0.593270833,5.05,-45.52,154,7.148,2.098
2651580.21,712815.46,13-11-2024,0.593282407,4.74,-45.21,154,7.148,2.408
2651579.62,712815.08,13-11-2024,0.593294907,4.6,-45.07,154,7.148,2.548
2651579.05,712814.69,13-11-2024,0.593305671,4.54,-45,154,7.148,2.608
2651578.51,712814.29,13-11-2024,0.593317361,4.44,-44.92,154,7.148,2.708
2651578.02,712813.89,13-11-2024,0.593329051,4.39,-44.86,154,7.148,2.758
2651577.54,712813.47,13-11-2024,0.593339931,4.38,-44.86,154,7.148,2.768
2651577.06,712813.05,13-11-2024,0.593352894,4.38,-44.87,154,7.148,2.768
2651576.61,712812.61,13-11-2024,0.593363079,4.47,-44.93,154,7.148,2.678
2651576.22,712812.16,13-11-2024,0.593374884,4.74,-45.19,154,7.148,2.408
2651575.8,712811.68,13-11-2024,0.593386111,4.76,-45.2,154,7.148,2.388
2651575.43,712811.19,13-11-2024,0.593398032,4.51,-44.96,154,7.148,2.638
2651575.07,712810.69,13-11-2024,0.593411343,4.25,-44.69,154,7.148,2.898
2651574.73,712810.17,13-11-2024,0.593420949,4.01,-44.45,154,7.148,3.138
2651571.01,712795.66,13-11-2024,0.593733796,3.73,-43.96,309,7.148,3.418
2651571.14,712795.39,13-11-2024,0.593746296,3.63,-43.86,309,7.148,3.518
2651571.32,712795.16,13-11-2024,0.59375787,3.57,-43.78,309,7.148,3.578
2651571.53,712794.96,13-11-2024,0.593768171,3.49,-43.7,309,7.148,3.658
2651571.79,712794.8,13-11-2024,0.593779977,3.42,-43.68,309,7.148,3.728
2651572.04,712794.6,13-11-2024,0.593791551,3.27,-43.5,309,7.148,3.878
2651572.32,712794.45,13-11-2024,0.593803241,3.2,-43.49,309,7.148,3.948
2651572.58,712794.25,13-11-2024,0.593816435,3.26,-43.54,309,7.148,3.888
2651572.89,712794.1,13-11-2024,0.593826042,3.12,-43.42,309,7.148,4.028
2651573.19,712793.93,13-11-2024,0.593837731,3.08,-43.31,309,7.148,4.068
2651573.55,712793.82,13-11-2024,0.593849074,2.94,-43.2,309,7.148,4.208
2651573.9,712793.68,13-11-2024,0.593860648,3.28,-43.48,309,7.148,3.868
2651574.29,712793.6,13-11-2024,0.593873611,3.34,-43.59,309,7.148,3.808
2651574.7,712793.52,13-11-2024,0.593884375,3.45,-43.69,309,7.148,3.698
2651575.14,712793.44,13-11-2024,0.593896065,3.37,-43.59,309,7.148,3.778
2651575.64,712793.41,13-11-2024,0.593907407,3.31,-43.53,309,7.148,3.838
2651576.18,712793.36,13-11-2024,0.59391875,3.39,-43.59,309,7.148,3.758
2651576.81,712793.35,13-11-2024,0.593931481,3.99,-44.17,309,7.148,3.158
2651577.55,712793.36,13-11-2024,0.593941782,3.91,-44.09,309,7.148,3.238
2651578.45,712793.38,13-11-2024,0.593953241,3.76,-43.95,309,7.148,3.388
2651579.53,712793.45,13-11-2024,0.593964931,3.8,-44.03,309,7.148,3.348
2651580.76,712793.54,13-11-2024,0.593976852,4.41,-44.62,309,7.148,2.738
2651582.14,712793.67,13-11-2024,0.593989931,4.05,-44.29,309,7.148,3.098
2651583.66,712793.84,13-11-2024,0.593999653,4.1,-44.33,309,7.148,3.048
2651585.29,712794.05,13-11-2024,0.594011574,4.69,-44.9,309,7.148,2.458
2651587.07,712794.31,13-11-2024,0.594023148,4.93,-45.15,309,7.148,2.218
2651588.99,712794.61,13-11-2024,0.594034606,5.05,-45.27,309,7.148,2.098
2651591.01,712794.98,13-11-2024,0.594047454,5.16,-45.36,309,7.148,1.988
2651593.13,712795.38,13-11-2024,0.594057755,5.15,-45.32,309,7.148,1.998
2651595.34,712795.86,13-11-2024,0.594069444,5.09,-45.32,309,7.148,2.058
2651600,712796.99,13-11-2024,0.594092245,5.36,-45.6,309,7.148,1.788
2651597.63,712796.39,13-11-2024,0.594081134,5.36,-45.6,309,7.148,1.788
2651602.41,712797.62,13-11-2024,0.594105093,5.27,-45.54,309,7.148,1.878
2651604.88,712798.3,13-11-2024,0.594115856,5.34,-45.59,309,7.148,1.808
2651607.41,712799,13-11-2024,0.594127546,5.49,-45.77,309,7.148,1.658
2651609.97,712799.68,13-11-2024,0.59413912,5.65,-45.93,309,7.148,1.498
2651612.57,712800.38,13-11-2024,0.594150926,5.67,-45.92,309,7.148,1.478
2651615.17,712801.04,13-11-2024,0.594162963,5.7,-45.91,309,7.148,1.448
2651617.81,712801.67,13-11-2024,0.594173148,5.73,-45.96,309,7.148,1.418
2651620.47,712802.24,13-11-2024,0.594184838,5.85,-46.07,309,7.148,1.298
2651623.14,712802.82,13-11-2024,0.594196296,5.87,-46.07,309,7.148,1.278
2651625.81,712803.34,13-11-2024,0.594208102,5.92,-46.11,309,7.148,1.228
2651628.49,712803.83,13-11-2024,0.594221412,6.01,-46.18,309,7.148,1.138
2651631.2,712804.27,13-11-2024,0.594231597,6.11,-46.27,309,7.148,1.038
2651633.89,712804.66,13-11-2024,0.594242824,6.24,-46.41,309,7.148,0.908
2651636.59,712805.04,13-11-2024,0.594254861,6.32,-46.52,309,7.148,0.828
2651639.29,712805.39,13-11-2024,0.594265856,6.38,-46.61,309,7.148,0.768
2651641.97,712805.75,13-11-2024,0.594278819,6.88,-47.11,309,7.148,0.268
2651644.65,712806.1,13-11-2024,0.594288889,6.91,-47.16,309,7.148,0.238
2651647.31,712806.5,13-11-2024,0.594300926,7.04,-47.32,309,7.148,0.108
2651650,712806.93,13-11-2024,0.594312153,7.16,-47.45,309,7.148,-0.012
2651652.7,712807.39,13-11-2024,0.594323958,7.35,-47.61,309,7.148,-0.202
2651655.43,712807.9,13-11-2024,0.594336574,7.43,-47.7,309,7.148,-0.282
2651658.15,712808.4,13-11-2024,0.594346991,7.59,-47.88,309,7.148,-0.442
2651660.88,712808.95,13-11-2024,0.594359144,7.72,-48.03,309,7.148,-0.572
2651663.59,712809.49,13-11-2024,0.594370139,7.96,-48.3,309,7.148,-0.812
2651666.3,712810.03,13-11-2024,0.594381713,8.07,-48.42,309,7.148,-0.922
2651668.99,712810.57,13-11-2024,0.594395139,8.24,-48.62,309,7.148,-1.092
2651671.72,712811.12,13-11-2024,0.594404861,8.43,-48.87,309,7.148,-1.282
2651674.44,712811.67,13-11-2024,0.594416204,8.58,-49.07,309,7.148,-1.432
2651677.14,712812.22,13-11-2024,0.594428356,8.92,-49.41,309,7.148,-1.772
2651679.86,712812.79,13-11-2024,0.594440046,9.12,-49.63,309,7.148,-1.972
2651682.59,712813.36,13-11-2024,0.594452431,9.38,-49.88,309,7.148,-2.232
2651685.31,712813.92,13-11-2024,0.594462963,9.75,-50.28,309,7.148,-2.602
2651688.03,712814.48,13-11-2024,0.594474653,9.93,-50.48,309,7.148,-2.782
2651690.76,712815.05,13-11-2024,0.594486111,10.24,-50.78,309,7.148,-3.092
2651693.49,712815.58,13-11-2024,0.594498264,10.42,-50.96,309,7.148,-3.272
2651696.22,712816.1,13-11-2024,0.594510185,10.54,-51.08,309,7.148,-3.392
2651698.93,712816.57,13-11-2024,0.594520833,10.82,-51.35,309,7.148,-3.672
2651701.65,712817.04,13-11-2024,0.594532523,10.98,-51.51,309,7.148,-3.832
2651704.34,712817.49,13-11-2024,0.594543519,11.22,-51.75,309,7.148,-4.072
2651707.04,712817.93,13-11-2024,0.594556019,11.77,-52.3,309,7.148,-4.622
2651709.75,712818.37,13-11-2024,0.594568056,11.87,-52.41,309,7.148,-4.722
2651712.48,712818.76,13-11-2024,0.594578472,11.88,-52.37,309,7.148,-4.732
2651715.21,712819.12,13-11-2024,0.594590046,11.93,-52.4,309,7.148,-4.782
2651717.92,712819.44,13-11-2024,0.594601968,11.97,-52.45,309,7.148,-4.822
2651720.61,712819.72,13-11-2024,0.594613542,12.11,-52.56,309,7.148,-4.962
2651723.3,712819.95,13-11-2024,0.59462662,12.25,-52.68,309,7.148,-5.102
2651725.96,712820.12,13-11-2024,0.594636574,12.21,-52.62,309,7.148,-5.062
2651728.61,712820.28,13-11-2024,0.59464838,12.08,-52.48,309,7.148,-4.932
2651731.26,712820.44,13-11-2024,0.594660301,12.18,-52.56,309,7.148,-5.032
2651733.89,712820.6,13-11-2024,0.594670949,12.24,-52.62,309,7.148,-5.092
2651736.54,712820.8,13-11-2024,0.594683796,12.36,-52.76,309,7.148,-5.212
2651739.21,712821.02,13-11-2024,0.594693981,12.34,-52.71,309,7.148,-5.192
2651741.9,712821.3,13-11-2024,0.594705671,12.37,-52.76,309,7.148,-5.222
2651744.59,712821.62,13-11-2024,0.594717477,12.51,-52.9,309,7.148,-5.362
2651747.3,712821.99,13-11-2024,0.594728819,12.56,-52.95,309,7.148,-5.412
2651783.07,712827.95,13-11-2024,0.594879398,1.26,-41.43,309,7.148,5.888
2651799.33,712830.61,13-11-2024,0.594949421,17.76,-58.04,309,7.148,-10.612
2651802.04,712831.04,13-11-2024,0.594960995,17.68,-57.89,309,7.148,-10.532
2651804.74,712831.45,13-11-2024,0.59497338,17.63,-57.88,309,7.148,-10.482
2651807.4,712831.84,13-11-2024,0.594983333,17.58,-57.81,309,7.148,-10.432
2651810.04,712832.24,13-11-2024,0.594995023,17.55,-57.77,309,7.148,-10.402
2651812.67,712832.66,13-11-2024,0.595006829,17.49,-57.72,309,7.148,-10.342
2651815.31,712833.06,13-11-2024,0.59501875,17.52,-57.76,309,7.148,-10.372
2651817.96,712833.45,13-11-2024,0.595031019,17.55,-57.8,309,7.148,-10.402
2651820.61,712833.85,13-11-2024,0.595041667,17.57,-57.85,309,7.148,-10.422
2651823.25,712834.28,13-11-2024,0.595053472,17.58,-57.92,309,7.148,-10.432
2651825.9,712834.68,13-11-2024,0.595064468,17.61,-57.92,309,7.148,-10.462
2651828.55,712835.1,13-11-2024,0.595076273,17.76,-58.12,309,7.148,-10.612
2651831.22,712835.5,13-11-2024,0.595089236,17.74,-58.09,309,7.148,-10.592
2651833.88,712835.92,13-11-2024,0.595099421,17.76,-58.14,309,7.148,-10.612
2651836.55,712836.31,13-11-2024,0.59511088,17.89,-58.28,309,7.148,-10.742
2651839.24,712836.71,13-11-2024,0.595122569,17.88,-58.25,309,7.148,-10.732
2651876.61,712842.92,13-11-2024,0.595284838,1.01,-41.22,309,7.148,6.138
2651897.69,712845.14,13-11-2024,0.595378819,1.91,-42.07,309,7.148,5.238
2651905.72,712846.16,13-11-2024,0.595412153,0.55,-40.73,309,7.148,6.598
2651938.37,712834.76,13-11-2024,0.595655324,1.54,-41.8,464,7.148,5.608
2651866.12,712819.45,13-11-2024,0.596083102,0.53,-40.89,464,7.148,6.618
2651849.46,712817.38,13-11-2024,0.596152431,1.73,-42.23,464,7.148,5.418
2651846.69,712816.94,13-11-2024,0.596164236,1.42,-41.91,464,7.148,5.728
2651821.89,712812.45,13-11-2024,0.596268403,17.97,-58.49,464,7.148,-10.822
2651819.11,712811.89,13-11-2024,0.596280556,17.89,-58.4,464,7.148,-10.742
2651816.33,712811.29,13-11-2024,0.596291667,17.94,-58.48,464,7.148,-10.792
2651813.54,712810.7,13-11-2024,0.596304977,17.86,-58.4,464,7.148,-10.712
2651810.75,712810.08,13-11-2024,0.596314931,17.94,-58.49,464,7.148,-10.792
2651805.16,712808.83,13-11-2024,0.596338657,0.78,-41.37,464,7.148,6.368
2651802.34,712808.22,13-11-2024,0.596349306,0.86,-41.44,464,7.148,6.288
2651759.67,712801.75,13-11-2024,0.596523148,14.95,-55.24,464,7.148,-7.802
2651756.86,712801.44,13-11-2024,0.596535764,12.74,-53.06,464,7.148,-5.592
2651754.06,712801.15,13-11-2024,0.596546065,12.79,-53.09,464,7.148,-5.642
2651751.28,712800.85,13-11-2024,0.596558102,12.8,-53.1,464,7.148,-5.652
2651748.48,712800.55,13-11-2024,0.596569792,12.77,-53.05,464,7.148,-5.622
2651745.7,712800.26,13-11-2024,0.596581366,12.82,-53.11,464,7.148,-5.672
2651742.94,712799.95,13-11-2024,0.596594097,12.89,-53.17,464,7.148,-5.742
2651740.17,712799.62,13-11-2024,0.596603819,12.9,-53.18,464,7.148,-5.752
2651737.41,712799.29,13-11-2024,0.596615509,12.98,-53.28,464,7.148,-5.832
2651734.66,712798.94,13-11-2024,0.596628009,13.01,-53.34,464,7.148,-5.862
2651731.91,712798.58,13-11-2024,0.596638657,13.11,-53.45,464,7.148,-5.962
2651729.14,712798.2,13-11-2024,0.596651852,12.92,-53.3,464,7.148,-5.772
2651726.36,712797.81,13-11-2024,0.59666169,12.67,-53.08,464,7.148,-5.522
2651723.59,712797.43,13-11-2024,0.596673495,12.37,-52.81,464,7.148,-5.222
2651718.09,712796.65,13-11-2024,0.596696644,12.09,-52.61,464,7.148,-4.942
2651720.84,712797.06,13-11-2024,0.596685417,12.09,-52.61,464,7.148,-4.942
2651715.32,712796.26,13-11-2024,0.596709259,11.69,-52.24,464,7.148,-4.542
2651712.55,712795.85,13-11-2024,0.59671956,11.37,-51.94,464,7.148,-4.222
2651709.8,712795.47,13-11-2024,0.596731481,11,-51.55,464,7.148,-3.852
2651707.03,712795.07,13-11-2024,0.596743403,10.77,-51.36,464,7.148,-3.622
2651704.24,712794.63,13-11-2024,0.596754861,10.48,-51.06,464,7.148,-3.332
2651701.44,712794.22,13-11-2024,0.596767593,10.18,-50.79,464,7.148,-3.032
2651698.66,712793.79,13-11-2024,0.596777546,9.9,-50.52,464,7.148,-2.752
2651695.84,712793.39,13-11-2024,0.59678912,9.72,-50.35,464,7.148,-2.572
2651693.04,712792.93,13-11-2024,0.596800579,9.34,-49.99,464,7.148,-2.192
2651690.22,712792.5,13-11-2024,0.596812384,9.18,-49.83,464,7.148,-2.032
2651687.42,712792.04,13-11-2024,0.596825116,9.06,-49.73,464,7.148,-1.912
2651684.62,712791.58,13-11-2024,0.596835532,8.86,-49.55,464,7.148,-1.712
2651681.8,712791.09,13-11-2024,0.596846875,8.57,-49.26,464,7.148,-1.422
2651679.01,712790.61,13-11-2024,0.596858565,8.42,-49.12,464,7.148,-1.272
2651676.24,712790.14,13-11-2024,0.596870486,8.09,-48.83,464,7.148,-0.942
2651670.64,712789.15,13-11-2024,0.596893171,7.95,-48.72,464,7.148,-0.802
2651667.84,712788.66,13-11-2024,0.596904745,7.8,-48.57,464,7.148,-0.652
2651665.04,712788.21,13-11-2024,0.596916782,7.61,-48.28,464,7.148,-0.462
2651662.25,712787.73,13-11-2024,0.596927894,7.47,-48.15,464,7.148,-0.322
2651659.44,712787.23,13-11-2024,0.596941435,7.33,-48.01,464,7.148,-0.182
2651656.64,712786.71,13-11-2024,0.596951852,7.18,-47.91,464,7.148,-0.032
2651653.85,712786.19,13-11-2024,0.596963079,7,-47.73,464,7.148,0.148
2651651.04,712785.66,13-11-2024,0.59697419,6.97,-47.7,464,7.148,0.178
2651648.23,712785.09,13-11-2024,0.596986111,6.82,-47.54,464,7.148,0.328
2651645.42,712784.53,13-11-2024,0.596998727,6.72,-47.44,464,7.148,0.428
2651642.62,712783.96,13-11-2024,0.597009838,6.3,-47.04,464,7.148,0.848
2651639.79,712783.39,13-11-2024,0.597020833,6.05,-46.82,464,7.148,1.098
2651636.96,712782.82,13-11-2024,0.59703206,5.92,-46.71,464,7.148,1.228
2651634.12,712782.28,13-11-2024,0.597044097,5.86,-46.63,464,7.148,1.288
2651631.31,712781.78,13-11-2024,0.597056481,5.77,-46.5,464,7.148,1.378
2651628.54,712781.29,13-11-2024,0.597067245,5.73,-46.48,464,7.148,1.418
2651625.84,712780.85,13-11-2024,0.597078356,5.65,-46.38,464,7.148,1.498
2651623.25,712780.47,13-11-2024,0.597090278,5.56,-46.3,464,7.148,1.588
2651620.76,712780.16,13-11-2024,0.597101968,5.48,-46.19,464,7.148,1.668
2651618.36,712779.87,13-11-2024,0.597114815,5.3,-46.01,464,7.148,1.848
2651616.05,712779.61,13-11-2024,0.597125,5.24,-45.95,464,7.148,1.908
2651613.82,712779.39,13-11-2024,0.597136574,5.16,-45.93,464,7.148,1.988
2651611.69,712779.23,13-11-2024,0.597148495,5.15,-45.9,464,7.148,1.998
2651609.62,712779.09,13-11-2024,0.597159954,5.16,-45.9,464,7.148,1.988
2651607.6,712778.95,13-11-2024,0.597172338,5.16,-45.9,464,7.148,1.988
2651605.64,712778.83,13-11-2024,0.597182639,5.15,-45.93,464,7.148,1.998
2651603.77,712778.73,13-11-2024,0.597194213,5.15,-45.92,464,7.148,1.998
2651601.91,712778.67,13-11-2024,0.597205787,5.25,-46,464,7.148,1.898
2651600.1,712778.6,13-11-2024,0.597217477,5.19,-45.93,464,7.148,1.958
2651598.35,712778.54,13-11-2024,0.597230208,5.09,-45.8,464,7.148,2.058
2651596.63,712778.5,13-11-2024,0.597240394,5.09,-45.78,464,7.148,2.058
2651594.95,712778.43,13-11-2024,0.597253009,5.03,-45.74,464,7.148,2.118
2651593.31,712778.4,13-11-2024,0.59726412,5.03,-45.72,464,7.148,2.118
2651591.69,712778.35,13-11-2024,0.597275347,5.05,-45.76,464,7.148,2.098
2651590.1,712778.33,13-11-2024,0.597287963,5.19,-45.87,464,7.148,1.958
2651588.57,712778.31,13-11-2024,0.597298264,5.34,-46.03,464,7.148,1.808
2651587.14,712778.33,13-11-2024,0.597309954,5.4,-46.05,464,7.148,1.748
2651585.8,712778.3,13-11-2024,0.597321759,5.42,-46.08,464,7.148,1.728
2651584.53,712778.29,13-11-2024,0.597333449,5.16,-45.83,464,7.148,1.988
2651583.35,712778.28,13-11-2024,0.597345949,4.91,-45.57,464,7.148,2.238
2651582.25,712778.27,13-11-2024,0.597356597,4.78,-45.38,464,7.148,2.368
2651581.22,712778.24,13-11-2024,0.597368403,4.56,-45.15,464,7.148,2.588
2651580.26,712778.21,13-11-2024,0.597379861,4.57,-45.16,464,7.148,2.578
2651579.34,712778.18,13-11-2024,0.597391435,4.48,-45.06,464,7.148,2.668
